Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Grandes mujeres,,el poder oculto,,,Mercè Gaya Montserrat,"Montserrat, Mercè Gaya",,,,,,RBA Libros,,,2018,,,,,,,,,,,,,,,,154,,,,,,español,,,,,,9788491870067,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/04/10 20:54:28.097481966,,,,,Entrelibros,66000 $,,MsAxvQEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/10533609-L.jpg,
Gravedad,,,,,Marcus Chown,"Chown, Marcus",,,,,,Blackie Books,,2023/09/08,2023,,,,Science,"Alguien dijo que la gravedad «es un acertijo envuelto en un misterio». Es una fuerza tan débil que, si extiendes la mano, la gravedad de todo el planeta no es capaz de imponerse a la fuerza de tus músculos. * Y aun así es tan irresistible a gran escala que controla la evolución y el destino de todo el universo. De no haberse «activado» tras el Big Bang, el tiempo no tendría dirección.Solo cuando la comprendamos estaremos en condiciones de responder a la mayor de las preguntas: ¿De dónde salió el universo? Marcus Chown nos lleva de la mano, sin dejar que nos perdamos en ningún momento, por un recorrido que repasa el pasado de la fuerza de la gravedad, de Newton a Einstein, de las mareas a los agujeros negros. Su presente, con recientes descubrimientos como las ondas gravitacionales, cuando empezamos a escuchar al espacio-tiempo. E incluso proyecta el futuro, que quizá nos depare viajes en el tiempo o, algo aún más importante, respuestas a preguntas como: ¿Qué es el tiempo? ¿Qué es el universo? ¿Hacia dónde nos dirigimos?",,,,,,,,,,,336,,,,,,español,,,,,,9788419654717,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/12/28 17:30:46.216567754,,,,,Entrelibros,69000 $,,RE8n0AEACAAJ,,0,0,0,,http://images.amazon.com/images/P/841965471X.01Z.jpg,
Grávido Río,,,,,Ignacio Piedrahita,"Piedrahita, Ignacio",,,,,,Universidad EAFIT,,2020/04/28,2020,,,,Literary Collections,"La orilla tenía en este lado la forma de un escalón, pues es allí donde el agua socava su margen. Del otro costado, la tierra entraba al agua como una playa de arena, porque la corriente tiene allí menos velocidad y deposita en el fondo los sedimentos que arrastra. A mis pies, la turbulencia producía pequeños rompientes que azotaban la base de la pared de tierra. El rio lucia grávido bajo la canícula ardiente y el agua parecía un líquido más denso que ella misma. Me pareció que el color marrón del agua tenía mucho que ver con la sensación que transmitía. El calor y la humedad de las regiones ecuatoriales del planeta favorecen de tal manera la descomposición de las rocas, que las arcillas son fácilmente arrastradas por la lluvia y los arroyos. Y son estas las que, con su gama de ocres, tiñen las aguas corrientes de esta parte del mundo. Al igual que el Amazonas o el Congo, el Magdalena es naturalmente de color café, el color de la tierra.",,,,,,,,,,,186,,,,,,español,,,,,,9789587205930,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 22:48:45.087859153,,,,,,,,84TgDwAAQBAJ,,0,,0,,,
Gravitation and Spacetime,,,,,"Hans C. Ohanian, Remo Ruffini","Ohanian, Hans C.",,,,,,Cambridge University Press,,2013/04/08,2013,,,,Science,"The third edition of this classic textbook is a quantitative introduction for advanced undergraduates and graduate students. It gently guides students from Newton's gravitational theory to special relativity, and then to the relativistic theory of gravitation. General relativity is approached from several perspectives: as a theory constructed by analogy with Maxwell's electrodynamics, as a relativistic generalization of Newton's theory, and as a theory of curved spacetime. The authors provide a concise overview of the important concepts and formulas, coupled with the experimental results underpinning the latest research in the field. Numerous exercises in Newtonian gravitational theory and Maxwell's equations help students master essential concepts for advanced work in general relativity, while detailed spacetime diagrams encourage them to think in terms of four-dimensional geometry. Featuring comprehensive reviews of recent experimental and observational data, the text concludes with chapters on cosmology and the physics of the Big Bang and inflation.",,,,,,,,,,,528,,,,,,inglés,,,,,,9781107012943,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/01 09:14:46.117087841,,,,,,,,5DtkqcET4b0C,,0,,0,,,
Gravity's Arc,,The Story of Gravity from Aristotle to Einstein and Beyond,,,David Darling,"Darling, David",,,,,,Wiley,,2006/05/23,2006,,,,Science,"Advance Praise for Gravity's Arc""A beautifully written exposition of the still mysterious force that holds our universe together--and the even more mysterious dark twin that may blow it apart.""--Joshua Gilder, coauthor of Heavenly Intrigue""A lucid book as up-to-date as the effect of gravity on the bones of astronauts.""--Denis Brian, author of The Unexpected EinsteinHow did they do it?How did one of the greatest geniuses who ever lived retard the study of gravity for 2,000 years? How did a gluttonous tyrant with a gold nose revolutionize our view of the solar system? How could an eccentric professor shake the foundations of an entire belief system by dropping two objects from a tower? How did a falling apple turn the thoughts of a reclusive genius toward the moon? And how could a simple patent clerk change our entire view of the universe by imagining himself riding on a beam of light?In Gravity's Arc, you'll discover how some of the most colorful, eccentric, and brilliant people in history first locked, then unlocked the door to understanding one of nature's most essential forces. You'll find out why Aristotle's misguided conclusions about gravity became an unassailable part of Christian dogma, how Galileo slowed down time to determine how fast objects fall, and why Isaac Newton erased every mention of one man's name from his magnum opus Principia. You'll also figure out what Einstein meant when he insisted that space is curved, whether there is really such a thing as antigravity, and why some scientists think that the best way to get to outer space is by taking an elevator.",,,,,,,,,,,288,Kindle,,,,,inglés,,,,,,9780471719892,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/04 09:11:14.358327865,,,,,,,,6Ni5NAEACAAJ,,0,,0,,,
Grecia clásica,,,,,Óscar Martínez,"Martínez, Óscar",,,,,,RBA Libros,,,2019,,,,,"El período clásico de la historia de Grecia, desde los siglos V y IV a. C. hasta la muerte de Alejandro Magno, fue el tiempo aciago de las guerras contra los persas, pero también de las obras imperecederas del arte y la literatura, la política y la filosofía, y en el que surgieron los valores del humanismo que aún sostienen nuestra cultura. La democracia, los cánones de la estética, las bases del racionalismo, la ética social, el derecho y la justicia equitativa, los géneros literarios, los principios del método científico... Todo ello se lo debemos a la cultura griega antigua. Recorrer su historia y sus vestigios del pasado nos descubre los valores del presente. Descubre el legado de la antigua Grecia.",,,,,,,,,,,443,,,,,,español,,,,,,9788482984803,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/04/19 17:54:44.098714828,,,,,Al pie de la letra,135000 $,,tGV_mgEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/13560092-L.jpg,
Guerra del tiempo,,,,,Alejo Carpentier,"Carpentier, Alejo",,,,,,Alianza,,,1993,,,,Foreign Language Study,,,,,,,,,,,,95,,,,,,español,,,,,,9788420646022,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/01 09:25:53.621907949,,,,,,,,3eqxOwAACAAJ,,0,,0,,,
Guía arqueológica de Egipto y Nubia,,,,,Maurizio Damiano-Appia,"Damiano-Appia, Maurizio",,,,,,"Ediciones Folio, S.A.",,,2006,,,,,"Este volumen pretende acercarnos a la civilización de Egipto y Nubia con una visión realista de la época, huyendo de las fantasías y mitos que esta fascinante civilización siempre ha suscitado.",,,,,,,,,,,238,,,,,,español,,,,,,9788441321328,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/01/21 00:12:58.366322040,,,,,,,,IppaAAAACAAJ,,0,0,0,,,
"Guía del lector del ""Quijote""",,,,,Salvador de Madariaga,"Madariaga, Salvador de",,,,,,Espasa,,,2005,,,,Literary Criticism,"Un fino análisis psicológico de los personajes de la obra maestra y, como el propio autor indicaba en la presentación, un intento de dar renuevo de interés a la lectura del Quijote. La delicada gama psicológica que acompaña los caracteres de Don Quijote y Sancho es bien diversa del simplismo con que vulgarmente ha sido apreciado el libro en general. El Quijote es, a la vez, fácil y difícil. Don Quijote y Sancho sintetizan dos modos de ser opuestos, o más bien complementarios. A lo largo del relato se contagian; donde Quijote se sanchifica y Sancho se quijotiza. Ambas figuras se mueven en un delicado y complejo paralelismo. Por eso dice, con razón el aludido crítico: Sancho es, en cierto modo, una transposicion de Don Quijote en clave distinta. Salvador de Madariaga (1886-1978). Político liberal, diplomático, poeta, novelista, ensayista, cosmopolita, casi apátrida, se interesó fundamentalmente por la psicología de las relaciones internacionales y en sus estudios históricos y culturales aborda casi siempre el tema político. En 1936 fue nombrado académico de la Real Academia de la Lengua, puesto que no ocupó hasta su regreso a España en 1976, versando su discurso de entrada sobre el tema De la belleza en la ciencia. En 1967 le fue concedido el premio Goethe y en 1973 el Carlomagno de la villa de Aquisgrán. Fue presidente honorario de la Internacional Liberal. Una obra clásica del género dentro de los círculos universitarios. El momento es el propicio por las celebraciones del IV Centenario. Madariaga es un clásico.",,,,,,,,,,,180,,,,,,español,,,,,,9788467017441,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/07/31 22:01:34.397706985,,,,,,,,2Dr3GwAACAAJ,,0,0,0,,http://images.amazon.com/images/P/8467017449.01Z.jpg,
Guia Del Observador de Nubes,,,,,Gavin Pretor-Pinney,"Pretor-Pinney, Gavin",,,,,,Publicaciones Y Ediciones Salamandra S.a.,,2007/10/19,2007,,,,Science,"¡Qué aburrida sería la vida si tuviéramos que sufrir monótonos cielos despejados día tras día! Según mantiene este insólito libro, primera publicación oficial de la Sociedad de Apreciación de las Nubes, dedicar unos minutos cada día a observar las nubes puede convertirse en una gran fuente de placer. En palabras del autor, «nada en la naturaleza puede competir con la variedad y el dramatismo de las nubes; nada está a la altura de su belleza sublime y efímera». Sus ideas principales se articulan en un breve y genial manifiesto: creemos que las nubes tienen, injustamente, mala reputación, y la vida sería incomparablemente más pobre sin ellas. Por ello, lucharemos contra la obligada preferencia por los cielos azules. La Guía del observador de nubes combina curiosidades, anécdotas y datos científicos, así como pinceladas sobre la relación de las nubes con la literatura, la iconografía religiosa o la mitología. No es un tratado meteorológico, aunque contiene información abundante, pues conocer las razones científicas de algo nos ayuda a disfrutarlo. En último término, esta guía supone la apasionada celebración de un pasatiempo despreocupado pero intensamente vital.",,,,,,,,,,,320,,,,,,español,,,,,,9788498381306,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 21:01:42.527853012,,,,,,,,-P0ZQwAACAAJ,,0,,0,,,
Guía Esencial de Motología,,,,,Alessandra Bartolotti,"Bartolotti, Alessandra",,,,,,Redbook Ediciones,,2022/06/01,2022,,,,Religion,"Este libro constituye un vínculo entre el mundo invisible y el mundo visible que aprehende a diario nuestros sentidos. Es una selección de los principales mitos enraizados en las culturas más antiguas que se han ido depositando en la memoria y en el inconsciente colectivo, fondo común de toda la humanidad. De su herencia surge esta apasionada lectura que nos acerca a la comprensión de los mitos, los dioses y los héroes, que siguen fascinándonos y poblando nuestros sueños.      This book is a link between the invisible world and the visible world that our senses apprehend every day. It is a selection of the main myths rooted in the oldest cultures that have been deposited in the memory and in the collective unconscious, the common fund of all humanity. From his heritage comes this passionate reading that brings us closer to understanding the myths, gods and heroes, who continue to fascinate us and populate our dreams.",,,,,,,,,,,220,,,,,,español,,,,,,9788499176437,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/12/08 08:49:00.576898097,,,,,Tanta Tinta,30000 $,,Pw20zgEACAAJ,,0,0,0,,,
Hablar y vivir en América,,,,,Concepción Company Company,"Company, Concepción Company",,,,,,Universidad de los Andes : Centro Regional para el Fomento del Libro en América Latina y el Caribe ; El Colegio Nacional,,,2023,,,,,,,,,,,,,,,,557,,,,,,español,,,,,,9789587984668,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/02/21 22:57:37.960503101,,,,,Grammata,110000 $,,5cRK0AEACAAJ,,0,0,0,,,
Hacer hablar al cielo,,La religión como teopoesía,,,Peter Sloterdijk,"Sloterdijk, Peter",,,,,,Siruela,,2022/06/08,2022,,,,Religion,"Aunando erudición y mordacidad, Sloterdijk desarrolla en este imprescindible ensayo el concepto de teopoesía, explora los mecanismos estilísticos de la palabra divina y se reafirma como uno de los filósofos más lúcidos de nuestro tiempo.  Tradicionalmente se ha abordado la religión desde perspectivas teológicas, históricas o políticas. El autor plantea en esta obra una aproximación desde la teopoesía, entendida como creación literaria de Dios, en la que el hecho divino aparece como texto poético o como una serie histórica de ellos. La teopoesía concierne a las pretensiones de hacer que Dios o los dioses recogidos en la biblioteca de la humanidad se manifiesten; o bien son ellos los que hablan directamente, o son sus actos y sus pensamientos lo que indirectamente reproducen los poetas. Las religiones invocan actos literarios más o menos elaborados en sus documentos fundacionales, incluso cuando los dogmas de que se acompañan contribuyen a hacer olvidar este hecho. Las religiones son, en definitiva, «productos literarios con los que los autores [...] competían por clientela en el reducido mercado [...] de los cultos».  Esta obra clave del filósofo alemán Peter Sloterdijk reúne con erudición y lucidez, en un recorrido desde los comienzos de la historia hasta el presente, los elementos de una crítica de las formas literarias de representación como crítica del dogmatismo y de la «lógica de Dios» de la teología: toda interpretación teológica de lo divino pertenece al ámbito de la poesía, no del saber ni de la filosofía.",,,,,,,,,,,336,,,,,,español,,,,,,9788419207449,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/03/25 21:12:02.033023834,,,,,Grammata,135000 $,,SpcszwEACAAJ,,0,0,0,,,
Hacia un socialismo ecológico,,Crónicas 2020-2024,,,Thomas Piketty,"Piketty, Thomas",,,,,,Deusto,,2025/04/02,2025,,,,Business & Economics,"Un futuro sostenible y justo es posible: Piketty nos muestra cómo construirlo  En esta nueva obra, Thomas Piketty recopila sus crónicas escritas entre 2020 y 2024, en las que aborda con lucidez la necesidad de transicionar hacia un modelo económico que integre justicia social y sostenibilidad ambiental. A través de un análisis profundo de las políticas contemporáneas, Piketty critica las fallas del capitalismo actual y propone un cambio transformador hacia un  sistema que priorice la equidad y el respeto por el medioambiente. Esta obra ofrece una perspectiva innovadora y urgente para enfrentar los desafíos económicos y ecológicos del siglo XXI.",,,,,,,,,,,232,,,,,,Spanish,,,,,,9788423438990,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/10/20 20:36:40.662310957,,,,,Nacional,5000 $,,RIlJEQAAQBAJ,,0,0,0,,,
Hatshepsut,,de reina a faraón de Egipto,,,"Teresa Bedman,Francisco J. Martín Valentín","Bedman, Teresa",,,,,,La Esfera de los Libros,,,2009,,,,Biography & Autobiography,"Hatshepsut fue un personaje que se convirtió en el rey del Alto y del Bajo Egipto. Por ser mujer y faraón hizo temblar los cimientos del reino del Nilo, y sus sucesores la condenaron al olvido - sobre todo los grandes faraones Sethy I y Ramsés II. Atentó contra los esquemas básicos que configuraban la sociedad faraónica, algo que nunca se le perdonó, y su biografía fue enterrada entre las arenas del desierto. Los autores se han sumergido en los documentos, desvelado el hilo conductor de los acontecimientos y desentrañado las intenciones de los protagonistas de una historia viva que tambaleó las estructuras y los cimientos milenarios de Egipto.",,,,,,,,,,,451,,,,,,español,,,,,,9788497348515,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/11/04 21:02:26.172096967,,,,,Buscalibre,38000 $,,8IJRQwAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/13543123-L.jpg,
Hay ríos en el cielo,,,,,Elif Shafak,"Shafak, Elif",,,,,,LUMEN,,2024/11/07,2024,,,,Fiction,"Vuelve la aclamada Elif Shafak con una epopeya arrolladora que cabalga entre los siglos a través de tres personajes conectados por el poema más antiguo de todos los tiempos: Gilgamesh.  En la antigua Nínive, a orillas del río Tigris, durante la época de mayor esplendor de Mesopotamia, el culto y despiadado rey Asurbanipal erigió una magnífica biblioteca para atesorar su preciada colección de tablillas, como las de  La epopeya de Gilgamesh. El monarca está a punto de quemar vivo a su viejo maestro, aquel que le inculcó el amor por la poesía, pero que ha terminado por traicionarlo. Pronto el Imperio asirio se derrumbará y quedará sepultado. Este es el punto de partida de «una novela extraordinaria e inolvidable» (Mary Beard) en la que Elif Shafak, «una voz única en toda la literatura mundial» (Ian McEwan), consigue hilar con pericia la historia de tres personajes marginales cuyas vidas, desde el siglo VI antes de Cristo hasta nuestros días, permanecen enlazadas por una gota de agua que renace a lo largo de los ríos y los siglos.  La crítica ha dicho:  «La voz de Shafak es única en toda la literatura mundial».  Ian McEwan «Una novela inmensa y prometedora».  Diego Gándara, La Razón  «Elif Shafak sigue derramando ríos de tinta. Y una mayoría los aclama. Una epopeya que abraza las injusticias y las minorías y las pule hasta darles el brillo que necesitan. Una novela en la que el agua, fuerte y omnipresente, conecta a personas, tiempos y lugares diversos».  Concha García, La Razón  «Sin duda una de las escritoras más brillantes y notable de la literatura actual. [...] Gracias a su narrativa emocional y de gran belleza, y la concepción de grandes historias que la hacen muy atractiva, se ha convertido en una de las voces femeninas de mayor referencia en el universo literario. [...] Shafak tiene el talento de encontrar la magia y la belleza no solo en los aspectos especiales y significativos de la vida, sino también en lo mundano, lo simple y en todo lo demás, y lo demuestra en su escritura».  Francisco Millet Alcoba, La Opinión de Málaga  «Absorbente [...]. Todo encuentra su equilibrio gracias a la mirada delicada que posa Shafak sobre las dinámicas humanas, las emociones soterradas y los deseos más recónditos de los personajes».  Alex Clark,  The Guardian  «Una novela épica sensacional, ágil como un torrente, profunda como un océano».  Leila Slimani «Elif Shafak puede ser despiadada, lírica, política, íntima».  Juan Gabriel Vásquez «Esta novela te hará pensar, llorar, rabiar y tener esperanza. Elif Shafak en su punto más álgido».  Nicola Sturgeon, The Financial Times  «Un final verdaderamente conmovedor».  The New York Times Book Review  «Una novela extraordinaria, fresca y catártica, como la lluvia que resuena en el tejado metálico de nuestras vidas».  Colum McCann «Hagan hueco para Elif Shafak en sus estanterías y también en sus corazones. No se arrepentirán».  Arundhati Roy «Una escritora de novelas valiosas, bellas, dolorosas y auténticas».  Marian Keyes «En esta magnífica novela río, el agua es poesía, el agua es memoria. Un canto de amor a los custodios de nuestras historias, un clamoroso homenaje a esas sabias mujeres que conocen la poesía de nuestros ríos. Elif Shafak es una de ellas: una narradora magistral cuya prosa desborda refinamiento y vitalidad, que fluye con una lucidez que solo ella podría conjurar».  Safiya Sinclair «Una odisea, una epopeya, una elegía y una historia de redención. [...] Una obra maestra».  Ruth Ozeki",,,,,,,,,,,520,,,,,,Spanish,,,,,,9788426428912,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/12/19 20:54:55.144412040,,,,,Círculo de Lectores,79000 $,,rRMkEQAAQBAJ,,0,0,0,,,
Hembras,,,,,Lucy Cooke,"Cooke, Lucy",,,,,,Editorial Anagrama,,2025/05/20,2025,,,,Science,"«La teoría de la selección sexual de Darwin se incubó en un contexto de misoginia, por lo que no tiene nada de extraño que la hembra animal saliera deforme, tan marginada e incomprendida como un ama de casa victoriana. »En las últimas décadas, la zoología y la biología evolutiva han revolucionado nuestra percepción de lo que significa ser una hembra. Este libro habla de esa revolución. Lucy Cooke se embarca en una vasta aventura para conocer de primera mano los estudios que están ayudando a reescribir una visión patriarcal y obsoleta de la evolución de las especies, y a redefinir el papel de las féminas en ese largo camino. De los lémures de Madagascar a los urogallos de las montañas nevadas de California, los albatros de Hawái o las orcas del mar de Salish, Cooke explora las historias que se esconden en los márgenes de la feminidad animal para comprender hasta qué punto pueden hablarnos de la concepción de la mujer en nuestra propia especie. ¿Qué papel tienen las hembras en el mundo animal? ¿Madres entregadas? ¿Fieles compañeras? ¿El paradigma del sexo débil y pasivo? Lucy Cooke nos revela en este apasionante ejercicio de desmitificación hasta qué punto, durante siglos, gran parte del espectro de la feminidad animal ha sido ignorado por la ciencia. El resultado es un retrato excepcionalmente diverso no solo de las hembras, sino también de la enredada mecánica de la evolución humana y del lugar que las mujeres han ocupado históricamente en ese relato. Con inteligencia y una prosa ágil, Cooke nos lleva de la mano en cada uno de sus viajes alrededor del planeta para hacernos partícipes de los últimos avances de la biología evolutiva y brindarnos, así, las armas definitivas para rebatir las mentiras sobre las que se ha afianzado la matriz patriarcal de la ciencia.",,,,,,,,,,,512,,,,,,Spanish,,,,,,9788433929235,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/06/13 21:11:30.485394954,,,,,Librería Cooprudea,102000 $,,eC790AEACAAJ,,0,0,0,,,
Herejía,,Las vidas de Jesucristo y otros salvadores del mundo antiguo,,,Catherine Nixey,"Nixey, Catherine",,,,,,TAURUS,,2024/11/07,2024,,,,History,"De la autora de   La   edad de la penumbra  , una perspectiva única sobre la diversidad que existió en torno a la figura de Cristo.   «Fascinante. Revela una especie de amor exasperado por la tradición en la que se crio y una suerte de risa floja ante la idea de una Virgen María que lanza llamas por cada orificio como si fuera una especie de superpotencia de Marvel».  Kathryn Hughes,   The Guardian   «En el principio existía el verbo». Esta frase, con la que comienza el Evangelio según San Juan, es clave en las enseñanzas de la Iglesia cristiana y ha sido determinante para el arte, la literatura y el lenguaje occidentales. Sin embargo, en los años posteriores a la muerte de Cristo no hubo ni una sola palabra, ni consenso alguno sobre quién era Jesús o por qué había sido importante. Hubo muchos Jesuses diferentes, entre ellos uno agresivo que despreciaba a sus padres y paralizaba a quienes se le oponían, otro que vendió a su gemelo como esclavo y alguno más que hizo crucificar a alguien en su lugar. ¿Por qué sabemos tan poco acerca de estas primeras versiones de Jesús? Porque, a partir del siglo IV d.C., la forma ortodoxa de cristianismo que se había vuelto preeminente se dedicó a eliminar sistemáticamente cualquier otra variación, denunciando sus evangelios como apócrifos y a sus seguidores como herejes. Estos desafortunados cristianos perdieron sus derechos, sus propiedades, sus iglesias y, no pocas veces, incluso sus vidas. En Herejía, Catherine Nixey recupera esas extraordinarias historias de contingencia, azar y pluralidad.  La crítica ha dicho...  « Herejía es un libro brillante: por momentos aterrador, en otras ocasiones divertido y siempre emocionante de leer. Sondea dolorosamente la patología de la creencia».  The Times  «Apasionante... La herejía ilumina un mundo olvidado y es un absoluto placer leerlo».  The Sunday Telegraph  «Brillante, directo y desafiante... un buen libro para aquellos a quienes les gusta pensar diferente. Es una exégesis esclarecedora, provocativa y aguda de la historia religiosa y, en consecuencia, humana».  The Irish Independent  «[Nixey] tiene ojo de urraca para encontrar oro en cualquier historia. Como tal, es un placer leer Herejía. Cada página está repleta de joyas fascinantes y frases bien elaboradas, mezcladas con el humor seco de la autora. La extrañeza del mundo antiguo está a la vista».  The Spectator  «Amplio, concebido con inteligencia y escrito con imaginación... Herejía es un libro chispeante, entretenido y que invita a la reflexión. En una era en la que el conformismo intelectual es prácticamente universal, la herejía puede ser nuestra mejor oportunidad para mantener la cordura».  Literary Review  «La mejor no ficción despierta el interés en un tema que antes no te interesaba. Catherine Nixey logra eso en Herejía. Cuenta una historia intelectual deliciosa y revoluciona tu comprensión de la historia occidental. Al mismo tiempo, entrega al menos un buen chiste por párrafo; te obligará a regresar a ellos para volver a disfrutarlos».  The Economist",,,,,,,,,,,376,,,,,,español,,,,,,9788430624034,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/11/27 21:47:31.148710012,,,,,Tanta Tinta,69000 $,,rSgmEQAAQBAJ,,0,0,0,,,
Herencia,,Los orígenes evolutivos del mundo moderno,,,Harvey Whitehouse,"Whitehouse, Harvey",,,,,,DEBATE,,2025/02/27,2025,,,,Social Science,"En   Herencia  , el prestigioso antropólogo Harvey Whitehouse nos ofrece «una brillante y perspicaz exploración del bagaje evolutivo de la humanidad» (Yuval Noah Harari) exponiendo los sesgos que han determinado nuestro pasado y han propiciado nuestro éxito como especie. Hasta la época actual, cuando nos empiezan a fallar y nos empujan a un futuro de polarización política, destrucción bélica y deterioro ambiental sin precedentes.  Gracias a una nueva manera de estudiar nuestra historia, con el empleo de experimentos psicológicos, trabajo de campo y big data, Whitehouse identifica tres sesgos que marcan el comportamiento humano: el conformismo, la religiosidad y el tribalismo. Claves para entender transformaciones como el nacimiento de la agricultura y los primeros estados centralizados, el auge y caída de los sacrificios humanos o la creación de imperios multiétnicos, hoy sus efectos son muy perniciosos. Con ejemplos de las tribus de Nueva Guinea, las milicias libias o las hipercompetitivas agencias de publicidad, el autor demuestra cómo las herramientas que usábamos para gestionar nuestros sesgos ya no funcionan, así como las terribles cosecuencias que esto acarrea.  Herencia revela cómo la naturaleza humana ha definido nuestra historia y descubre una sorprendente manera de resolver nuestros problemas más acuciantes. El resultado es una poderosa reevaluación de la trayectoria de la humanidad, que revoluciona tanto la idea de quiénes somos como la de quiénes podemos llegar a ser.  La crítica ha dicho:  «Un libro de enorme importancia y alcance sobrecogedor. Whitehouse muestra cómo la evolución ha esculpido nuestra estructura psicológica, cómo hemos superado sus limitaciones a lo largo de la historia y cómo podemos aprovechar este conocimiento para afrontar los retos del futuro. Repleta de profundas reflexiones sobre la naturaleza humana, es una obra convincente de un maestro en la materia».  Lewis Dartnell, autor de Orígenes y Ser humano  «Una invitación a reflexionar sobre las fuerzas sociales y las formas en que la gente común y corriente puede cambiar el mundo».  The Guardian  «Sintetiza de manera brillante sus conocimientos en psicología y antropología combinados con el big data de la historia para arrojar una poderosa luz sobre las trayectorias evolutivas de las sociedades humanas y sobre cómo podemos forjar colectivamente un futuro mejor para la humanidad».  Peter Turchin, autor de Final de partida  «Extraordinariamente ameno. Una poderosa defensa de la probabilidad de que se produzca el cambio de comportamiento que necesitamos si hacemos uso de nuestra naturaleza humana evolucionada, en lugar de tratar de intentar trascenderla».  Peter Singer, autor de El círculo en expansión",,,,,,,,,,,432,,,,,,Spanish,,,,,,9788410214637,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/06/21 21:09:51.981662034,,,,,Lerner,72000 $,,WY40EQAAQBAJ,,0,0,0,,,
Hielo,,Una bitácora antártica,,,Ángela Posada Swafford,"Swafford, Ángela Posada",,,,,,Grupo Planeta - Colombia,,2018/11/05,2018,,,,Reference,"Desde hace casi quince años una de las principales periodistas científicas colombianas ha realizado expediciones a la Antártida, el enorme continente de hielo que ha sido uno de los territorios más enigmáticos de la geografía del mundo, y que alberga al Polo Sur.Explorado por grandes aventureros como Roald Amundsen y Robert Scott, quienes protagonizaron un reto de dimensiones épicas para ver cuál de los dos llegaba primero al punto más central de una de las antípodas, este territorio es aún una gran incógnita que fascina a científicos y a viajeros.Posada-Swaἀord, con la paciencia de quien recolecta historias y anécdotas, datos útiles y leyendas, centenas de apuntes y objetos (piedras, plumas de pingüino, insignias de expediciones, etcétera), construyó una bitácora única en la que quedan consignadas sus reflexiones sobre el país del hielo que amenaza con desaparecer por el calentamiento global.",,,,,,,,,,,287,,,,,,inglés,,,,,,9789584274717,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/04 09:38:15.799942970,,,,,,,,qnOPDwAAQBAJ,,0,,0,,,
