Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
"Los orígenes del fundamentalismo en el judaísmo, el cristianismo y el islam",,,,,Karen Armstrong,"Armstrong, Karen",,,,,,Tusquets México,,2017/10/30,2017,,,,Religion,"El fundamentalismo es probablemente una de las manifestaciones religiosas más inquietantes de nuestro tiempo. Pero la oposición a los logros y valores de la modernidad, la interpretación literal de los dogmas de fe o el recurso a la violencia y a la intolerancia no son exclusivos de una sola religión o una sola época. Karen Armstrong, reconocida especialista en historia de la cultura y de las religiones, explora en este apasionante estudio las raíces y el desarrollo del fundamentalismo y los rasgos que adopta en el judaísmo, el cristianismo y el islam.   Tras analizar las tensas relaciones entre los tres monoteísmos y el progreso, Armstrong muestra que el retorno a los «fundamentos originarios» que predican determinados sectores es una respuesta a los retos y angustias que nos imponen el racionalismo y la consideración de la ciencia como única vía para acceder a la verdad.",,,,,,,,,,,536,,,,,,español,,,,,,9788490664582,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/06/28 23:34:23.989382982,,,,,Círculo de Lectores,109000 $,,PhuVtAEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8085956-L.jpg,
Los pilares de la Tierra (edición ilustrada) (Saga Los pilares de la Tierra 1),,,,,Ken Follett,"Follett, Ken",,,,,,Penguin Random House Grupo Editorial España,,2020/07/16,2020,,,,Fiction,"La obra maestra de Ken Follett en una lujosa edición especial 30 aniversario con más de un centenar de ilustraciones. Hace treinta años, Ken Follett publicó en español su novela más popular, Los pilares de la Tierra, que ha vendido más de veintisiete millones de ejemplares en todo el mundo. Ahora, por primera vez en una edición ilustrada, el gran maestro de la narrativa de acción y suspense nos transporta de nuevo a la Edad Media, a un fascinante mundo de reyes, damas, caballeros, pugnas feudales, castillos y ciudades amuralladas. El amor y la muerte se entrecruzan vibrantemente en este magistral tapiz cuyo centro es la construcción de una catedral gótica. Esta edición contiene un prólogo del autor y más de cien ilustraciones del artista Markus Weber. Sobre Los pilares de la Tierra han dicho:«Fantástico desde todos los puntos de vista.»El Mundo «Los pilares de la Tierra fue un hito en España, donde todavía sigue siendo el libro más leído de la historia según la Federación del Gremio de Editores.»ABC «Alta política y bajas pasiones (y viceversa) conforman un folletín de grandes dimensiones que confirman a Follett como relojero mayor del reino del bestseller.»Qué leer «Maravilloso... Te atrapará, fascinará y envolverá.»Chicago Tribune «Los pilares de la Tierra hizo de Ken Follet uno de los autores más queridos de nuestro país.»ABC Sevilla «Ken Follett sabe cómo tejer una historia fascinante, con personajes complejos, que todo actor sueña con interpretar.»Donald Sutherland «Me encanta Los pilares de la Tierra, lo recuerdo con mucho cariño [...] es uno de aquellos títulos que se quedan grabados...»Ildefonso Falcones «En Los pilares de la Tierra, Ken Follett nos presenta a unos personajes que consiguen que la historia cobre vida.»Ridley Scott",,,,,,,,,,,1376,Audiolibro,,,,,español,,,,,,9788401024283,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/01/04 09:45:21.084025859,,,"Electrónico,Audiolibro audible",,,,,h3zpDwAAQBAJ,,0,0,0,,https://i.pinimg.com/originals/db/98/b7/db98b7469bee242233b5a478737b09bc.png,
"Los Ptoloneos, últimos faraones de Egipto",,,,,Violaine Vanoyeke,"Vanoyeke, Violaine",,,,,,Editorial Alderaban,,2000/09/01,2000,,,,History,,,,,,,,,,,,270,,,,,,español,,,,,,9788488676979,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/11/28 14:16:35.164010047,,,,,Buscalibre,87000 $,,Lco8AAAACAAJ,,0,0,0,,,
Los quinientos millones de la Begún,,y La caza del meteoro,,,Jules Verne,"Verne, Jules",,,,,,RBA Coleccionables,,,2008,,,,,,,,,,,,,,,,397,,,,,,Spanish,,,,,,9788447357260,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/09/01 19:27:29.327451944,,,,,,,,4aH8tgAACAAJ,,0,0,0,,,
Los romanos para dummies,,,,,Guy De la Bédoyère,"De la Bédoyère, Guy",,,,,,Grupo Editorial Norma,,,2008,,,,,,,,,,,,,,,,508,,,,,,,,,,,,9789584506313,,0,4.000000,,Read,,,,2020/12/31,,,,,,0,,,,,2020/12/31 17:28:59.363349914,,,,,,,,,,0,,0,,https://i.pinimg.com/originals/6b/97/41/6b9741278f93a4be7e33c53a3132666b.jpg,"[{""status"":0,""activityYear"":2020,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Jorge"",""type"":12,""addedDate"":""2020\/12\/31 17:28:59.370226860"",""activityDate"":""2020\/12\/31""}]"
Los Románov,,1613-1918,,,Simon Sebag Montefiore,"Sebag Montefiore, Simon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9789584254504,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 22:08:21.046643018,,,,,,,,,,0,,0,,https://imagessl8.casadellibro.com/a/l/t0/28/9788416771028.jpg,
Los Secretos de Las Obras de Arte,,,,,"Rose-Marie Hagen,Rainer Hagen","Hagen, Rose-Marie",,,,,,Taschen,,2016/02/26,2016,,,,,"This important addition to our understanding of art history's masterworks puts some of the world's most famous paintings under a magnifying glass to uncover their most small and subtle elements and all they reveal about a bygone time, place, and culture.Guiding our eye to the minutiae of subject and symbolism, authors Rose-Marie and Rainer Hagen allow even the most familiar of pictures to come alive anew through their intricacies and intrigues. Is the bride pregnant? Why does the man wear a beret? How does the shadow of war hang over a scene of dancing? Along the way, we travel from Ancient Egypt through to modern Europe, from the Renaissance to the Roaring Twenties. We meet Greek heroes and poor German poets and roam from cathedrals to cabaret bars, from the Garden of Eden to a Garden Bench in rural France.As we pick apart each painting and then reassemble it like a giant jigsaw puzzle, these celebrated canvases captivate not only in their sheer wealth of details but also in the witness they bear to the fashions and trends, people and politics, loves and lifestyles of their time.About the seriesBibliotheca Universalis -- Compact cultural companions celebrating the eclectic TASCHEN universe!",,,,,,,,,,,788,,,,,,español,,,,,,9783836559249,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/02/25 14:39:18.182622909,,,,,Buscalibre,150000 $,,Qq9yzgEACAAJ,,0,0,0,,,
Los secretos de una casa,,El mundo oculto del hogar,,,David Bodanis,"Bodanis, David",,,,,,Salvat,,,1994,,,,,,,,,,,,,,,,162,,,,,,español,,,,,,9788434589100,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 19:44:54.053495883,,,,,,,,nfq0PAAACAAJ,,0,,0,,https://pictures.abebooks.com/RENACIMIENTO/md/md22847601019.jpg,
Los sentidos de las aves,,,,,Tim Birkhead,"Birkhead, Tim",,,,,,Capitán Swing Libros S.l.,,2019/09/01,2019,,,,,,,,,,,,,,,,288,,,,,,Spanish,,,,,,9788412064506,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/14 20:47:47.128911018,,,,,Grammata,102000 $,,Ii15zQEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/12328294-L.jpg,
Los signos del zodíaco y su carácter,,,,,Linda Goodman,"Goodman, Linda",,,,,,Urano,,1984/10/15,1984,,,,Self-Help,"La autora describe con gran sentido del humor las características de las personas según el signo solar al que pertenecen. Cada signo del zodíaco aparece retratado en sus aspectos positivos y negativos, con sus afinidades e incompatibilidades. ""Al estudiar los signos solares aprenderá algo muy útil e importante: cómo reconocer los sueños ocultos de las personas, sus esperanzas secretas, su verdadera naturaleza... Y el mundo se transformará cuando sea capaz de descubrir el arco iris que cada uno esconde tan celosamente."" --Linda Goodman",,,,,,,,,,,478,,,,,,español,,,,,,9788486344009,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/06/09 14:23:31.478006839,,,,,Regalo,,,rUgUAgAACAAJ,,0,0,0,,,
Los Simpson y la filosofía,,,,,"William Irwin, Mark T. Conard, Aeon J. Skoble","Irwin, William",,,,,,Blackie Books,,,2018,,,,,,,,,,,,,,,,399,,,,,,español,,,,,,9789588969619,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 18:47:30.231178998,,,,,,,,uYvPvQEACAAJ,,0,,0,,https://www.agapea.com/Blackie-Books/Los-Simpson-y-la-filosofia-Como-entender-el-mundo-gracias-a-Homer-y-compania-i6n15640913.jpg,
Los Simpson y las matemáticas,,,,,Simon Singh,"Singh, Simon",,,,,,Grupo Planeta Spain,,2013/11/14,2013,,,,Science,"La serie más longeva y exitosa de la historia de la televisión ha tratado por todos los medios de hacernos amar el cálculo, el álgebra y la geometría. Desde los conceptos más sencillos hasta complejas paradojas, la serie ha recorrido en sus más de treinta años en antena todas las áreas de las matemáticas. Este es un libro para amantes de la disciplina, para seguidores de la serie, y, muy especialmente, para aquellos que quieran adentrarse en la materia de una forma divertida.",,,,,,,,,,,304,,,,,,Spanish,,,,,,9788434414730,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/07/27 19:54:51.484189987,,,,,Tanta Tinta,89000 $,,MQmiAQAAQBAJ,,0,0,0,,,
Los sonámbulos,,,,,Arthur Koestler,"Koestler, Arthur",,,,,,Hueders,,2020/07/01,2020,,,,Young Adult Nonfiction,"La observación del cosmos ha sido, a lo largo de la historia de la humanidad, un terreno tambaleante, lejano del rigor cientificista que parece caracterizar a la exploración de la naturaleza. Su estudio tampoco ha sido progresivo: ha variado y ha decaído, ha ofrecido teorías racionales e insensatas, ha ido de la mano tanto de la teología como de la ciencias formales. Entre sus protagonistas hay matemáticos y físicos,pero también canónigos, que, a tientas e incluso en contra de sus propias creencias, han descubierto, como verdaderos sonámbulos, los misterios del sistema solar y del universo. Arthur Koestler narra en este libro elocuente y riguroso el movimiento oscilante de la astronomía desde sus inicios en Babilonia hasta la irrupción de Isaac Newton, guiado tanto por el deseo de revelar la historia de la cosmología, como por el ánimo de retratar a esos hombres ""pueriles y absorbidos por problemas prosaicos"" (como Copérnico, Kepler, Galileo o el mismo Newton), que echaron a andar la máquina de la revolución científica más importante de nuestra historia.",,,,,,,,,,,532,Electrónico,,,,,español,,,,,,9789563651829,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/04 08:47:45.646950006,,,,,,,,UZbyDwAAQBAJ,,0,,0,,https://libroendigital.com/6721-large_default/los-sonambulos.jpg,
Los sueños de los que está hecha la materia,,Los textos fundamentales de la física cuántica y cómo revolucionaron la ciencia,,,Stephen Hawking,"Hawking, Stephen",,,,,,Grupo Planeta Spain,,2014/02/14,2014,,,,Science,"Aunque muchos lo ignoren, una parte sustancial de los pilares que sustentan la civilización actual se nutre de la física cuántica, junto a la relatividad una de las dos grandes revoluciones científicas que cambiaron nuestra comprensión del mundo durante la primera mitad del siglo XX.Es el cuántico un mundo regido por leyes que parecen violar las leyes del sentido común, como expresó con una ironía no exenta de angustia Albert Einstein cuando ante el carácter probabilístico de la nueva física cuántica manifestó en 1926: «Estoy convencido de que Dios no juega a los dados».Sin embargo, en esta ocasión el genial físico se equivocó: en sus niveles más íntimos, el mundo sigue pautas de comportamiento probabilístico. Y no sólo eso, existen otras propiedades que violan completamente las leyes que Newton estableció en 1687 y que gobernaron la física durante más de dos siglos: así, tenemos que se crean y aniquilan partículas y que no podemos conocer con absoluta precisión, al mismo tiempo, parejas de variables como la posición y la velocidad de una partícula. Dirigida e introducida por Stephen Hawking, el científico más célebre de nuestros días, Los sueños de los que está hecha la materia reúne las obras esenciales de la física cuántica; textos que provocaron un cambio de paradigma que revolucionó la física para siempre, cambiando nuestra comprensión del universo a un nivel totalmente nuevo. Reunidos en esta antología están los trabajos de la élite cuántica, entre otros: Max Planck, Niels Bohr, Werner Heisenberg, Max Born, Erwin Schrödinger, Paul Dirac, J. Robert Oppenheimer y Richard Feynman.",,,,,,,,,,,,,,,,,español,,,,,,9788498926804,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 19:38:53.313633918,,,,,,,,3b-UAgAAQBAJ,,0,,0,,,
Los Tres Mosqueteros,,,,,Alexandre Dumas,"Dumas, Alexandre",,,,,,"Tecimpre, 1984",,,1984,,,,Adventure and adventurers,,,,,,,,,,,,635,,,,,,,,,,,,9788482807034,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/01 09:20:37.490160942,,,,,,,,,,0,,0,,https://http2.mlstatic.com/los-tres-mosqueteros-alejandro-dumas-oveja-negra-D_NQ_NP_11862-MCO20050720720_022014-F.jpg,
Los tres mundos (Serie Julio César 3),,,,,Santiago Posteguillo,"Posteguillo, Santiago",,,,,,EDICIONES B,,2025/10/21,2025,,,,Fiction,"UN HOMBRE. TRES MUNDOS. EL PRECIO DE LA GLORIA NUNCA FUE TAN ALTO.    Tras el éxito imparable de   Roma soy yo   y   Maldita Roma  , continúa el gran proyecto literario de Santiago Posteguillo con su novela más esperada: la conquista de las Galias por Julio César, narrada por el escritor que mejor nos hace vivir la Historia.    En el 58 a. C., Roma, la Galia y Egipto eran tres mundos distintos que, sin saberlo, iban camino de un único destino...  Si en  Roma soy yo conocíamos los orígenes de Julio César y en Maldita Roma asistíamos a su ascenso político, ahora César se enfrenta a uno de los mayores desafíos históricos de todos los tiempos: la conquista de las Galias, un territorio siempre hostil a Roma, vasto, inmenso y, a ojos de los enemigos de César, un lugar inconquistable destinado a ser su tumba. Con una rigurosa documentación y un ritmo soberbio vivimos el sufrimiento y la épica de la guerra de las Galias, pero también presenciamos la lucha política fratricida en Roma y viajamos al exilio con el faraón Tolomeo XII, expulsado de Egipto en compañía de su hija, la joven y mítica Cleopatra. La Galia, Roma y Egipto, una colisión inexorable de tres mundos legendarios en la que culmina la Trilogía del Ascenso, el primer ciclo de la serie sobre Julio César.  La crítica ha dicho...  «El gran escritor histórico novela al más genial de los hombres».  El Mundo  «Santiago Posteguillo aporta ritmo y rigor al mito».  El País  «El mayor best seller de la novela histórica en español».  El Confidencial   «El emperador de las letras».  La Vanguardia",,,,,,,,,,,1040,,,,,,Spanish,,,,,,9788466682718,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/10/21 20:20:38.903406977,,,,,Nacional,0 $,,Pb1lEQAAQBAJ,,0,0,0,,,
Los Tres Primeros Minutos Del Universo,,Una Concepción Moderna Del Origen Del Universo,,,Steven Weinberg,"Weinberg, Steven",,,,,,"Alianza Editorial, S. A.",,1999/11/02,1999,,,,Science,"Algunos temas que contiene: Introducción: el gigante y la vaca (parte de una compilación de mitos nórdicos ""Nuevo Edda"" compilada aprox. En 1920 donde se explica el origen del universo) La expansión del universo El fondo de radiación cósmica de microondas Receta para un universo caliente Los tres primeros minutos Una digresión histórica El primer centésimo de segundo Epilogo: la perspectiva futura Glosario Suplemento matemático El efecto Doppler, La densidad crítica, Escalas de tiempo de expansión, Radiación del cuerpo negro, La masa de Jeans, La temperatura y densidad de los neutrinos, Sugerencias para lecturas adicionales Índice analítico.",,,,,,,,,,,163,,,,,,español,,,,,,9788420667300,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 20:59:00.665050983,,,,,,,,XRjTwAEACAAJ,,0,,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/5B73087B-0D80-4171-AD7A-5325F7BBBB45,
Los versos satánicos,,,,,Salman Rushdie,"Rushdie, Salman",,,,,,Random House Mondadori,,,2014,,,,,,,,,,,,,,,,678,,,,,,español,,,,,,9789588820545,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 17:43:58.340556144,,,,,,,,-jxczQEACAAJ,,0,,0,,https://covers.openlibrary.org/b/id/8064339-L.jpg,
Los viajes de Gulliver / Gulliver's Travels,,,,,Jonathan Swift,"Swift, Jonathan",,,,,,Prh Grupo Editorial,,2019/09/24,2019,,,,Fiction,"Los mejores libros jamás escritos.«La imaginación no puede concebir nada tan grande, sorprendente y asombroso.»Los viajes de Gulliver fue publicada por primera vez en 1726, y tres siglos después mantiene toda su vigencia. Esta célebre novela satírica es a la vez un relato de aventuras y una artera reflexión filosófica sobre la constitución de las sociedades modernas. Los encuentros del naufragante Lemuel Gulliver con los minúscu-los liliputienses, los gigantes de Brobdingnag, los filosóficos houyhnhnms y los brutos yahoos harán que el protagonista, como el lector, abra los ojos a la cruda y verdadera naturaleza hu-mana.Robert DeMaria, Jr., reconocido especialista en literatura inglesa de los siglos XVII y XVIII, firma la introducción que abre el volumen y da paso a una de las más prestigiosas versiones a nuestro idioma de este clásico de las letras universales, firmada por el catedrático Pedro Guardia Massó. ENGLISH DESCRIPTION Travels into Several Remote Nations of the World. In Four Parts. By Lemuel Gulliver, First a Surgeon, and then a Captain of Several Ships, better known simply as Gulliver's Travels (1726, amended 1735), is a novel by Anglo-Irish writer and clergyman Jonathan Swift, that is both a satire on human nature and a parody of the ""travellers' tales"" literary subgenre. It is Swift's best known full-length work, and a classic of English literature.",,,,,,,,,,,368,,,,,,español,,,,,,9788491051831,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/05/28 19:38:20.614924907,,,,,Fiesta popular del libro,20000 $,,9HOREAAAQBAJ,,0,0,0,,,
Los viajes más increíbles,,Maravillas de la navegación animal,,,David Barrie,"Barrie, David",,,,,,Editorial Crítica,,2020/03/03,2020,,,,Science,"Todos nos hemos maravillado alguna vez viendo bandadas de pájaros que vuelan ejecutando lo que parece ser una danza, u observando cómo las cigüeñas anidan cada año en los mismos lugares. En esta obra, aves, peces, reptiles e incluso las personas encuentran su camino: escarabajos peloteros que se guían por la luz de la Vía Láctea; hormigas y abejas que navegan usando patrones de luz invisibles para los humanos; tortugas marinas, langostas y polillas que encuentran su camino utilizando el campo magnético de la Tierra y salmones que regresan a su lugar de nacimiento siguiendo su olfato. Los animales cuentan con una gran diversidad de medios para orientarse, a menudo utilizando sentidos y habilidades a los que los humanos no tenemos acceso. Por primera vez, Los viajes más increíbles revela las maravillas de la navegación animal y nos muestra estos animales bajo una luz completamente nueva.",,,,,,,,,,,336,,,,,,español,,,,,,9788491992226,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/08/20 20:03:07.255908012,,,,,Bukz,103000 $,,gc7LDwAAQBAJ,,0,0,0,,,
Lugar de Verdad (La Piedra de la Luz 4),,,,,Christian Jacq,"Jacq, Christian",,,,,,Planeta,,2001/07/11,2001,,,,Fiction,"El maestro de obras Nefer el Silencioso ha sido asesinado. Paneb, que investiga la muerte de su antecesor, deberá enfrentarse en solitario a la dura prueba de defender el Lugar de Verdad y salvar la Piedra de Luz.",,,,,,,,,,,384,,,,,,español,,,,,,9788408071129,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 22:40:23.934000015,,,,,,,,qaVPNQAACAAJ,,0,,0,,,
Madame Bovary,,,,,Gustave Flaubert,"Flaubert, Gustave",,,,,,Plutón,,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,9788415089155,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 17:28:59.396121025,,,,,,,,,,0,,0,,http://images.amazon.com/images/P/8415089155.01Z.jpg,
Maestros del universo,,Conversaciones con los cosmólogos del pasado,,,Helge Kragh,"Kragh, Helge",,,,,,Grupo Planeta,,2016/10/11,2016,,,,Science,"¿Cómo se ha configurado la imagen que tenemos hoy del universo? Maestros del universo nos cuenta esta fascinante historia en un formato inusual que combina elementos reales y de ficción, en una serie de entrevistas que un personaje ficticio realiza a los principales astrónomos y físicos entre 1913 y 1965. Entre los científicos entrevistados figuran gigantes como Albert Einstein, Edwin Hubble y George Gamow, y también científicos menos conocidos o desconocidos principalmente como cosmólogos: Karl Schwarzschild, Paul Dirac, Svante Arrhenius... A través de las entrevistas el lector obtiene una impresión viva y casi auténtica de los problemas que afrontó esta primera generación de cosmólogos. Aunque las entrevistas son producto de la imaginación del autor, bien podrían haber tenido lugar en la manera que se describen. Se basan sólidamente en hechos históricos y, por otra parte, complementados con cuidadosas anotaciones y referencias a la literatura. De esta manera el libro sirve de puente entre la historia de la ciencia más erudita y la más divulgativa.",,,,,,,,,,,855,,,,,,español,,,,,,9788416771325,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 21:26:04.886977910,,,,,,,,Yl3pDAAAQBAJ,,0,,0,,,
Magallanes,,el hombre y su gesta,,,Stefan Zweig,"Zweig, Stefan",,,,,,Capitán Swing,,,2019,,,,Explorers,"En 1518, un cuarto de siglo despues de Cristóbal Colón, un exiliado portugues, Magallanes, logró convencer al rey de España, Carlos I, de que le proporcionara una flota con el fin de explorar el mar que separaba Asia de America, el continente descubierto por Colón unos años antes. A sus treinta y nueve años, estaba al mando de una flota de cinco barcos y 265 hombres, y comenzaba un episodio que marcaría la historia de la navegación y de la humanidad. Regresó tres años despues en un barco improvisado, con solo dieciocho hombres. Un motín, frío, hambre, rivalidad, errores cartográficos..., de nada se salvará el celebre aventurero. Con su prosa fluida y elegante, Zweig narra la experiencia de Magallanes como una gran novela de aventuras, en el que sigue siendo el relato más bello sobre este viaje. Cuidadosamente documentada, la reconstrucción de su hazaña es un brillante cuadro de las condiciones económicas y políticas a comienzos del siglo XVI, y rinde tributo a la hazaña de un genio apasionado, que con unos insignificantes barcos dio la vuelta al globo, demostrando por primera vez su redondez.",,,,,,,,,,,256,,,,,,español,,,,,,9788494966859,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/05/08 09:39:46.973842144,,,,,Bukz,77000 $,,tscmygEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/11570077-L.jpg,
Magdalena,,A Story of Colombia,,,Wade Davis,"Davis, Wade",,,,,,Penguin Random House,,2020/08/20,2020,,,,,"Travellers often become enchanted with the first country that captures their hearts and gives them license to be free. For Wade Davis, it was Colombia. In this masterful new book, he revisits the mighty Magdalena, the river that made possible the nation. Along the way, he finds a people who have overcome years of conflict precisely because of their character, informed by an enduring spirit of place, and a deep love of a land that is home to the greatest ecological and geographical diversity on the planet. Only in Colombia can a traveller wash ashore in a coastal desert, follow waterways through wetlands as wide as the sky, ascend narrow tracks through dense tropical forests, and reach verdant Andean valleys rising to soaring ice-clad summits. Both a corridor of commerce and a fountain of culture, the wellspring of Colombian music, literature, poetry and prayer, the Magdalena has served in dark times as the graveyard of the nation. And yet, always, it returns as a river of life. At once an absorbing adventure and an inspiring tale of hope and redemption, Magdalena gives us a rare, kaleidoscopic picture of a nation on the verge of a new period of peace. Braiding together memoir, history, and journalism, Wade Davis tells the story of the country's most magnificent river, and in doing so, tells the epic story of Colombia.",,,,,,,,,,,432,,,,,,inglés,,,,,,9781847926104,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/07/31 21:57:07.104282855,,,,,,,,lXGwxwEACAAJ,,0,0,0,,,
Magia portátil,,,,,Emma Josephine Smith,"Smith, Emma Josephine",,,,,,Ariel,,,2023,,,,Comics & Graphic Novels,"Sinopsis: Una historia de los libros como objeto físico y sobre el poder que ejercen sobre nosotros. Un relato fascinante, en ocasiones soslayado, del libro en manos humanas, de las sensaciones y los hábitos que genera en contacto con los lectores. Los libros son importantes por las palabras que contienen, pero además de mundos que residen en nuestra mente son también objetos que nos acompañan. Magia portátil se adentra en el simbolismo de las obras literarias como artefactos, es decir, el encanto inherente a su materialidad y portabilidad. A partir de los múltiples aspectos que inciden en nuestra relación con los libros (incluso sin haberlos leído) y reinterpretando hitos cruciales en la historia de la lectura, Emma Smith reflexiona sobre la consciencia que hemos adquirido del universo de ejemplares atesorados, devorados, censurados y destruidos a lo largo de los siglos, o simplemente hojeados durante nuestra vida. Asimismo, la autora se detiene en la combinación de forma y contenido que condiciona no solo la experiencia lectora, sino el debate social, político y religioso que desencadenan.",,,,,,,,,,,368,,,,,,español,,,,,,9788434436060,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/05/11 21:27:08.982038021,,,,,Entrelibros,120000 $,,dAC6zwEACAAJ,,0,0,0,,http://images.amazon.com/images/P/843443606X.01Z.jpg,
Magníficos rebeldes,,Los primeros románticos y la invención del yo,,,Andrea Wulf,"Wulf, Andrea",,,,,,Penguin Random House Grupo Editorial España,,2022/11/03,2022,,,,Philosophy,"La aventura filosófica de un grupo de jóvenes rebeldes, el Círculo de Jena, que dio lugar al Romanticismo y a nuestra comprensión moderna de la libertad. EL REGRESO DE ANDREA WULF TRAS LA INVENCIÓN DE LA NATURALEZA «Magníficos rebeldes vibra con la pasión salvaje y las ideas radicales de un nuevo mundo libre creado a partir de la poesía, el sexo, la música y el romanticismo. Absolutamente fascinante».SIMON SEBAG MONTEFIORE ¿Cuándo empezamos a exigir el derecho a decidir sobre nuestras vidas? ¿En qué momento nos volvimos tan egocéntricos como lo somos hoy? ¿Cuándo nos planteamos por primera vez la pregunta «¿Cómo puedo ser libre?». Todo comenzó en una tranquila ciudad universitaria de Alemania en la década de 1790, cuando un grupo de dramaturgos, poetas y escritores pusieron el yo en el centro del escenario de su pensamiento, su escritura y sus vidas. Este brillante círculo incluía a los famosos poetas Goethe, Schiller y Novalis; a los visionarios filósofos Fichte, Schelling y Hegel; a los polémicos hermanos Schlegel; y, en un maravilloso cameo, a Alexander von Humboldt. En el corazón de este grupo estaba la formidable Caroline Schlegel, gran instigadora de sus deslumbrantes conversaciones sobre el yo, la naturaleza, la identidad y la libertad. La colaboración entre estas figuras lanzó el romanticismo al escenario mundial. En sus vidas exuberantes se nos revelan peleas épicas, historias de amor apasionadas, penas desgarradoras y, sobre todo, ideas radicales en torno al poder creativo del yo, así como las más altas aspiraciones del arte y la ciencia, la unidad de la naturaleza y el verdadero significado de la libertad. Así fue como estos jóvenes románticos incitaron una revolución mental que transformó nuestro mundo para siempre. Hoy seguimos avanzando por la misma cuerda floja entre la autorrealización personal y el narcisismo destructivo, entre los derechos individuales y las responsabilidades hacia la comunidad y las generaciones futuras. En el corazón de este libro inspirador se encuentra la tensión, extremadamente moderna, entre los peligros del egoísmo y las emocionantes posibilidades que ofrece la libertad del individuo. La crítica ha dicho:«Un libro magnífico: una revelación que podría convertirse fácilmente en una obsesión».The Spectator (UK) «Una exploración esclarecedora de la vida de la mente y de la producción de arte, a veces tensa».Kirkus Reviews «Una obra de una erudición formidable, pero llevada con ligereza; de compleja historia intelectual contada de forma evocadora, absorbente y convincente. La magnífica prosa de Wulf nos adentra en las vidas y las mentes de este notable círculo de personas que exploró las impresionantes posibilidades (y los tremendos riesgos) del libre albedrío, la creatividad individual y la libertad».Robert Macfarlane",,,,,,,,,,,496,,,,,,español,,,,,,9788430624041,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/11/14 16:15:25.797209978,,,,,Nacional,75000 $,,O2uLEAAAQBAJ,,0,0,0,,,
